1571
qstr_Breaking_camp... Breaking_camp...
qstr_to_{s1} to_{s1}
qstr_our_realm our_realm
qstr_Agreed!_Your_words_co Agreed!_Your_words_convince_me_as_much_as_your_{s10}.
qstr_May_God_have_mercy_on May_God_have_mercy_on_the_souls_of_our_enemies,_because_we_won't!
qstr__I_will_appreciate_yo _I_will_appreciate_you_as_much_as_a_{son/daughter}.
qstr_I_accept_your_request I_accept_your_request._We_will_back_you_if_you_in_turn_support_my_family.
qstr_Since_you_are_worthy Since_you_are_worthy_of_our_esteem,_you_are_welcome_to_our_family.
qstr_Your_leader_is_not_ev Your_leader_is_not_even_a_{reg0?queen:king}_and_I_shall_join_you?
qstr_{!}DEBUG_:_emissary_s {!}DEBUG_:_emissary_spotting:_{reg0}_random_{reg1}
qstr_You_have_raised_{reg You_have_raised_{reg0/reg1}_denars_for_the_ransom
qstr_{s1}_at_the_behest_o {s1}_at_the_behest_of_{s2}
qstr_Your_caravan_sending_ Your_caravan_sending_{s12}_to_{s13}_has_been_looted{s10}!
qstr_Your_messenger_on_the Your_messenger_on_the_way_to_{s13}_has_been_ambushed{s10}!
qstr_Reinforcements_from_ Reinforcements_from_{s12}_intended_for_{s13}_have_been_intercepted_{s10}!
qstr_You_can_find_{s10}s_ You_can_find_{s10}s_at_{s11}.
qstr_Sell_items_automatica Sell_items_automatically_when_leaving:
qstr_You_have_raised_{reg0 You_have_raised_{reg0}_denars_for_the_ransom
qstr_You_are_unable_to_pa You_are_unable_to_pay_for_accommodation!
qstr_High_mercantilistic_ High_mercantilistic_policies_maximize_exports_while_minimizing_imports,_and_increase_government_regulation_of_industry.
qstr_Our_kingdom_currently Our_kingdom_currently_has_{reg2}_soldiers_garrisoned_in
qstr_{s6}_{reg2}_{reg1?to {s6}_{reg2}_{reg1?towns:town}{reg3?_and:.}
qstr_{s6}_{reg3}_castles. {s6}_{reg3}_castles.
qstr_{s6}_garrisoned_in_{r {s6}_garrisoned_in_{reg2?{reg2}_towns:}{reg2?{reg3?:_and_}:}{reg3?{reg3}_castles:}.
qstr_Your_messenger_has_lo Your_messenger_has_lost_its_way_and_gave_up_your_mission!
qstr_{s1}_at_{s2} {s1}_at_{s2}
qstr_{s9}{reg5?_and_the_lo {s9}{reg5?_and_the_lord_of_{s8}:}.
qstr_{s13}_asked_you_to_de {s13}_asked_you_to_deal_with_the_{s12}_who_are_occupying_the_village_of_{s15}_and_then_report_back_to_{reg65?her:him}.
qstr_Attach Attach
qstr_Reinforce Reinforce
qstr_Encounter Encounter
qstr_Exchange Exchange
qstr_Detach_{s1}_at_{reg1 Detach_{s1}_at_{reg1},{reg2}
qstr_Detach_All Detach_All
qstr_Win_Battle Win_Battle
qstr_Lose_Battle Lose_Battle
qstr_Wound_All Wound_All
qstr_Heal_All Heal_All
qstr_Spawn_Bandits Spawn_Bandits
qstr_You_have_raised_{reg0} You_have_raised_{reg0}/{reg1}_denars_for_the_ransom
qstr_Name:_{s1}^Level:_{re Name:_{s1}^Level:_{reg2}^HP:_{reg1}/{reg0}
qstr_Please_select_a_comp Please_select_a_companion.
qstr_Export/Import Export/Import
qstr_Reselect_Banner Reselect_Banner
qstr_{s2}^{s8}^_{s5}_ {s2}^{s8}^({s5})
qstr_{s2}^{s1}of_{s0} {s2}^{s1}of_{s0}
qstr_Name:_{s4}^Level:_{r Name:_{s4}^Level:_{reg3}^HP:_{reg2}/{reg0}^^{s0}
qstr_Arms Arms
qstr_Outfit Outfit
qstr_Horse Horse
qstr_Attributes: Attributes:
qstr_{s3}^STR:_{reg1}^INT {s3}^STR:_{reg1}^INT:_{reg2}^^Skills:
qstr_{s3}^Power_Strike:_{ {s3}^Power_Strike:_{reg1}^Power_Draw:_{reg2}^Power_Throw:_{reg3}^Horse_Archery:_{reg4}^^Proficiencies:
qstr_{s3}^1_Hand_Wpns:_{r {s3}^1_Hand_Wpns:_{reg1}^2_Hand_Wpns:_{reg2}^Polearms:_{reg3}
qstr_{s4}^^AGI:_{reg1}^CH {s4}^^AGI:_{reg1}^CHA:_{reg2}^^
qstr_{s4}^Ironflesh:_{reg {s4}^Ironflesh:_{reg1}^Athletics:_{reg2}^Shield:_{reg3}^Riding:_{reg4}^^
qstr_{s4}^Archery:_{reg1} {s4}^Archery:_{reg1}^Crossbows:_{reg2}^Throwing:_{reg3}
qstr_Not_enough_money_in_t Not_enough_money_in_treasury_to_upgrade_{s6}.
qstr_You_are_preferring_{ You_are_preferring_{s12}_units.
qstr__and_the_additional_t _and_the_additional_trainers_of_{s13},_allowing_level_{reg13}_troops_to_be_promoted
qstr_Please_select_a_hero Please_select_a_hero.
qstr_{s7}^{s6}^{s5} {s7}^{s6}^{s5}
qstr_{s3}^STR:_{reg1}^AGI {s3}^STR:_{reg1}^AGI:_{reg2}^INT:_{reg3}^CHA:_{reg4}
qstr_{s3}^^Proficiencies: {s3}^^Proficiencies:^{s11}:_{reg1}^{s12}:_{reg2}^{s13}:_{reg3}^{s14}:_{reg4}^{s15}:_{reg5}^{s16}:_{reg6}
qstr_Skills: Skills:
qstr_{s4}^{s1}_:_{reg1} {s4}^{s1}_:_{reg1}
qstr_Renown:_{reg1}^^Hono Renown:_{reg1}^^Honor:_{reg2}^^Right_to_rule:_{reg3}
qstr_{s5}^{s6}^{s7} {s5}^{s6}^{s7}
qstr_Renown:_{reg1}^Honor Renown:_{reg1}^Honor:_{reg2}^Right_to_rule:_{reg3}
qstr_{s5}^^{s6}^^{s7} {s5}^^{s6}^^{s7}
qstr__Renown:_{reg1}^_Hon _Renown:_{reg1}^_Honor:_{reg2}^_Right_to_rule:_{reg3}
qstr__Renown:_{reg2}^{s2} _Renown:_{reg2}^{s2}^{s1}of_{s0}
qstr_{s3}^^Proficiencies:^ {s3}^^Proficiencies:^1H_Weapons:_{reg1}^2h_Weapons:_{reg2}^{s13}:_{reg3}^{s14}:_{reg4}^{s15}:_{reg5}^Throwing:_{reg6}
qstr_{s2}^{reg2?:{reg1}_} {s2}^{reg2?:{reg1}_}{s1}_earned_{reg0}_experience.
qstr_{s3}^^Proficiencies:^1 {s3}^^Proficiencies:^1H_Weapons:_{reg1}^2H_Weapons:_{reg2}^{s13}:_{reg3}^{s14}:_{reg4}^{s15}:_{reg5}^Throwing:_{reg6}
qstr_{s1}_at_{reg1} {s1}_at_{reg1}
qstr_You_are_attacked_by_a You_are_attacked_by_a_group_of_{s1}!
qstr_{s1}^{reg1}:_{reg0} {s1}^{reg1}:_{reg0}
qstr_Inspect Inspect
qstr_There_has_been_a_rio There_has_been_a_riot_in_{s6}!
qstr__The_peasants_hired_{ _The_peasants_hired_{reg8}_mercenaries_and_are_rebelling_against_you.
qstr__The_peasants_{reg8? _The_peasants_{reg8?hired_{reg8}_mercenaries_and_:}are_rebelling_against_you.
qstr_{s1}_price_:_{reg2}_ {s1}_price_:_{reg2}_in_slot_{reg4},_probability:_{reg3};{reg1}_total
qstr_{s11}_asked_you_to_fo {s11}_asked_you_to_follow_the_spy_that_will_leave_{s12}._Be_careful_not_to_let_the_spy_see_you_on_the_way,_or_{reg3?she:he}_may_get_suspicious_and_turn_back._Once_the_spy_meets_with_{reg3?her:his}_accomplice,_you_are_to_capture_them_and_bring_them_back_to_{s11}.
qstr_{reg4?She:He}_is_not_ {reg4?She:He}_is_not_commanding_any_soldiers_at_the_moment.
qstr_Captured_{reg1}_vill Captured_{reg1}_villagers.
qstr_The_village_of_{s1}_h The_village_of_{s1}_has_been_sacked_by_{s2}.
qstr_{s0}_will_{reg0?:not {s0}_will_{reg0?:not_}be_under_your_command
qstr_{s51} {s51}
qstr__Deserted_ (Deserted)
qstr_nowhere_in_particula nowhere_in_particular
qstr_{reg1}_:_{s1} {reg1}_:_{s1}
qstr_{s1}_troops {s1}_troops
qstr_The_battle_was_lost. The_battle_was_lost._Your_forces_were_utterly_crushed.
qstr_Your_forces_are_build Your_forces_are_building_a_siege_tower._They_estimate_another_{reg9}_hours_to_complete_construction.
qstr_{!}Debug___{s5}_cara {!}Debug_-_{s5}_caravan_attacked
qstr_{s51}_belongs_to_{s1}_of {s51}_belongs_to_{s1}_of_{s2},_and_is_{reg1?your_capital:where_you_make_your_court}.^
qstr_Kngdom_of_{s7} Kngdom_of_{s7}
qstr__Your_{reg1?capital_ _Your_{reg1?capital_is:court_can_be_found}_here{reg0?_with_your_spouse,_{s0}_in_residence:}.
qstr__Your_household_can_ _Your_household_can_be_found_here.
qstr_{reg6}^value {reg6}^value
qstr_{reg4}^index {reg4}^index
qstr_{reg6}^money_in_the_ {reg6}^money_in_the_chest
qstr_{reg4}^money_in_your {reg4}^money_in_your_inventory
qstr_Withdraw Withdraw
qstr_Deposit Deposit
qstr_{reg1}^value {reg1}^value
qstr_{reg2}^index {reg2}^index
qstr_{s11}_gave_you_a_fake {s11}_gave_you_a_fake_letter_to_fool_{s13}_into_banishing_{reg3?her:his}_vassal_{s16}._You_are_to_go_near_{s14},_give_the_letter_to_one_of_your_{s15}_and_send_{reg4?her:him}_into_the_town_as_a_messenger,_believing_{reg4?her:his}_orders_to_be_genuine.
qstr_{s9}_has_requested_yo {s9}_has_requested_you_to_bring_{reg65?her:him}_{reg1}_{s3}_as_prisoners.
qstr_{reg1}_parties_befor {reg1}_parties_before,_{reg2}_parties_after
qstr_{reg1}_parties_before {reg1}_parties_before,_{reg2}_parties_after,_last_party_{reg3}
qstr_{reg1}:{s1} {reg1}:{s1}
qstr_{reg2}:{s2} {reg2}:{s2}
qstr_before_{reg2}:{s2} before_{reg2}:{s2}
qstr_after_{reg2}:{s2} after_{reg2}:{s2}
qstr_{reg1}_parties_before_ {reg1}_parties_before,_{reg2}_parties_after_last_{reg3}
qstr_hero hero
qstr_companion companion
qstr_king king
qstr_pretender pretender
qstr_lady lady
qstr_bandit bandit
qstr_minstrel minstrel
qstr_bookseller bookseller
qstr_traveler traveler
qstr_ransom_broker ransom_broker
qstr_mercenary mercenary
qstr_multiplayer_troop multiplayer_troop
qstr_quick_battler quick_battler
qstr_arena_master arena_master
qstr_walker walker
qstr_merchant merchant
qstr_armor_merchant armor_merchant
qstr_weapon_merchant weapon_merchant
qstr_tavernkeeper tavernkeeper
qstr_goods_merchant goods_merchant
qstr_horse_merchant horse_merchant
qstr_guildmaster guildmaster
qstr_village_elder village_elder
qstr_startup_merchant startup_merchant
qstr_tournament_fighter tournament_fighter
qstr_court_member court_member
qstr_fighter fighter
qstr_{reg1}_/{reg2}:_{s1} {reg1}_/{reg2}:_{s1}
qstr_{reg1}:_{s1}_{s2} {reg1}:_{s1},_{s2}
qstr_{s1}^becomes_to_{s2} {s1}^becomes_to_{s2}
qstr_{s1}_and_{s2} {s1}_and_{s2}
qstr_{s1}^costs_{reg11}_t {s1}^costs_{reg11}_to_upgrade_with_{reg10}_xp
qstr_{s1}^wage_of_{reg12} {s1}^wage_of_{reg12},_buy_costs_{reg13}_sell_costs_{reg14}
qstr_{s1}_is_a_{s2} {s1}_is_a_{s2}
qstr_{s2}^{reg1}:_{reg0} {s2}^{reg1}:_{reg0}
qstr_{reg1}/{reg2}:_{s1} {reg1}/{reg2}:_{s1}
qstr_{s1}^becomes_{s2} {s1}^becomes_{s2}
qstr_{s1}^{reg0}:_{s2} {s1}^{reg0}:_{s2}
qstr_{s1}^{reg0}: {s1}^{reg0}:
qstr_got_here got_here
qstr_1sword 1sword
qstr_2sword 2sword
qstr_staff staff
qstr_player_spawned_at_{r player_spawned_at_{reg1}
qstr_got_here_at_{reg1} got_here_at_{reg1}
qstr_got_here_with_{s1}_{ got_here_with_{s1}_{s2}
qstr_player_at_{reg1} player_at_{reg1}
qstr_loadout_for_team_{re loadout_for_team_{reg1}:_{s1},_{s2},_{s3}
qstr_bow_{reg1}_xbow_{reg bow_{reg1}_xbow_{reg2}_throw_{reg3}
qstr_1h_{reg1}_2h_{reg2}_ 1h_{reg1}_2h_{reg2}_pol_{reg3}
qstr_final_type_{reg1}_at final_type_{reg1}_at_prof_{reg2}
qstr_{reg1}:_{s1} {reg1}:_{s1}
qstr__Unfortunately_when _Unfortunately,_when_the_guards_inquired_about_the_tavern_brawl,_your_description_was_recognized_and_you_were_in_no_condition_to_fight_them_off.
qstr_{reg1}:_{s1}_{s2}_i {reg1}:_{s1},_{s2}_is_level_{reg2}_{s3}_{s4}
qstr_{s1}_with_{reg1}_gol {s1}_with_{reg1}_gold
qstr_{s1}_tasking_you_wit {s1}_tasking_you_with_{s2}
qstr_{reg1}:_{s1}_{s2}_c {reg1}:_{s1},_{s2}_classified_as_level_{reg2}_{s3}_{s4}
qstr_{s4}_is_present_at_t {s4}_is_present_at_the_center_as_a_prisoner
qstr_Your_soldiers_patrollin Your_soldiers_patrolling_{s51}_{reg6?returned:disbanded}_because_you_left_the_faction!
qstr_Monarch:_+{reg6}^ Monarch:_+{reg6}^
qstr_Marshal:_+{reg6}^ Marshal:_+{reg6}^
qstr_Policy:_{reg6}%^ Policy:_{reg6}%^
qstr_Castellan:_+{reg6}^ Castellan:_+{reg6}^
qstr_Current_party_size_i Current_party_size_is_{reg10}/{reg5}.^Current_party_size_modifiers_are:^^Base_size:__+30^Leadership:_{s2}{reg1}^Charisma:_{s3}{reg2}^Renown:_{s4}{reg3}^^{s8}{s7}{s6}{s9}TOTAL:__{reg5}
qstr_{s40}_I__d_rather_st {s40}_I_'d_rather_stay_with_my_current_liege.
qstr_equipped_{s10}{s20} equipped_{s10}{s20}
qstr_discarded_{s10}{s20} discarded_{s10}{s20}
qstr_{s10}{s20} {s10}{s20}
qstr_{s10}_upgrades_{s3}{ {s10}_upgrades_{s3}{s11}_(costing_{s1})_in_{s4},_{reg0}_denars_remaining.
qstr_old:{s10}{s20} old:{s10}{s20}
qstr_new:{s10}{s20} new:{s10}{s20}
qstr_started_1_at_{reg1} started_1_at_{reg1}
qstr_ended_1_at_{reg1}_s ended_1_at_{reg1},_started_2_at_{reg2}
qstr_ended_2_at_{reg2} ended_2_at_{reg2}
qstr_{!}{s0}^^_DEBUG:_Inte {!}{s0}^^_DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.__Update_code_for_the_current_release_is_160301.
qstr_Removing_disguise... Removing_disguise...
qstr_{s17}_has_{reg17}_de {s17}_has_{reg17}_denars
qstr_{s1}_of_{s3}_has_been {s1}_of_{s3}_has_been_released_from_captivity_by_{s2}.
qstr_{s6}_In_addition_we_h {s6}_In_addition_we_have_{reg2}_soldiers_in_the_field._across_{reg3}_armies
qstr__preferring_{s12}_u ,_preferring_{s12}_units.
qstr_{s4}_{s3}._The_tax_ra {s4}_{s3}._The_tax_rate_is_{s50}.{s59}{s61}._Overall_this_sums_up_to_{s1}.
qstr_{s13}_asked_you_to_ga {s13}_asked_you_to_gather_{reg3}_heads_of_cattle_and_deliver_them_back_to_{reg65?her:him}.
qstr_{s9}_asked_you_to_len {s9}_asked_you_to_lend_your_companion_{s3}_to_{reg65?him:her}_for_a_week.
qstr_{s9}_of_{s3}_asked_yo {s9}_of_{s3}_asked_you_to_deliver_{reg5}_units_of_{s6}_to_the_merchant's_store_in_{s4}_in_7_days.
qstr_You_got_keys_to_the_ You_got_keys_to_the_dungeon.
qstr_You_got_the_keys_to_ You_got_the_keys_to_the_dungeon.
qstr_Reinforcements_from_{ Reinforcements_from_{s12}_intended_for_{s13}_have_been_intercepted{s10}!
qstr_Deliver_{reg5}_units Deliver_{reg5}_units_to_{s5}
qstr_{s2}_now_has_{reg2}_ {s2}_now_has_{reg2}_denars_from_raiding
qstr_{s2}_now_has_{reg2}_d {s2}_now_has_{reg2}_denars_from_being_raided
qstr_{s1}_spends_time_in_ {s1}_spends_time_in_{s2},_{reg1}_->_{reg2}_denars
qstr_Acquired_{s0}_s_clot Acquired_{s0}'s_clothing
qstr_Kingdom_of_{s7} Kingdom_of_{s7}
qstr_Red: Red:
qstr_Green: Green:
qstr_Blue: Blue:
qstr_You_paid_{reg0}_dena You_paid_{reg0}_denars_in_cash_to_liquidate_a_debt
qstr_{reg6}^money_in_the_{ {reg6}^money_in_the_{reg5?treasury:chest}
qstr_You_ve_been_driven_aw You've_been_driven_away_from_the_walls._Now_the_attackers_are_pouring_into_the_streets._If_you_can_defeat_them,_you_can_perhaps_turn_the_tide_and_save_the_day.
qstr__From_your_vantage_p _From_your_vantage_point_you_see_a_man_matching_the_description_of_{s50}_arming_himself_with_a_sword_during_the_commotion._If_you_do_not_press_on_the_fugitive_will_slip_away!
qstr_{!}{s0}^^_DEBUG:_Inter {!}{s0}^^_DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.__Update_code_for_the_current_release_is_160501.
qstr_Select_a_suitable_di Select_a_suitable_disguise_for_this_occasion.
qstr_As_a_poor_pilgrim_wi As_a_poor_pilgrim_with_a_stout_stick_and_a_few_tricks_up_your_sleeve,_you_will_be_able_to_blend_in_with_the_crowds_but_not_bring_much_of_value_with_you.
qstr_As_a_farmer_you_wil As_a_farmer,_you_will_be_able_to_a_wrangle_livestock_and_smuggle_articles_of_food_through.
qstr_As_a_hunter_provisi As_a_hunter,_provisions_and_raw_goods_are_expected_as_well_as_horseflesh.
qstr_As_a_caravan_guard_ As_a_caravan_guard,_you_will_be_able_to_bear_weapons_but_bring_only_a_few_personal_belongings.
qstr_As_a_merchant_you_w As_a_merchant,_you_will_be_able_to_bring_any_assortment_of_goods.
qstr_As_a_bard_you_will_ As_a_bard,_you_will_be_allowed_some_personal_possessions_and_your_instrument.
qstr_{s13}_has_been_taken_ {s13}_has_been_taken_by_the_enemy_and_your_recruiter_who_was_commissioned_to_recruit_{reg10}_recruits_vanished_without_a_trace!
qstr_{s6}_{reg3}_{reg1?ca {s6}_{reg3}_{reg1?castles:castle}.
qstr_{s6}_In_addition_we_ha {s6}_In_addition_we_have_{reg2}_soldiers_in_the_field_{reg1?across_{reg3}_armies:in_a_single_army}.
qstr_{s6}_In_addition_you_ {s6}_In_addition_you_have_{reg2}_soldiers_in_your_warband_and_{reg3}_soldiers_out_in_patrols.
qstr_We_currently_have_an_ We_currently_have_an_income_of_{reg0}_denars_and_costs_of_{reg1}_denars_from_our_fiefs_and_garrisons.
qstr_Dispatch_your_oppone Dispatch_your_opponents_first!
qstr_{!}sending_prisoner_ {!}sending_prisoner_cart_6_feet_underground!
qstr_{!}spawn_prison_cart {!}spawn_prison_cart_5_secs_initiated!
qstr_{!}spawn_prison_cart! {!}spawn_prison_cart!
qstr_{!}g_multiplayer_cco {!}g_multiplayer_ccoop_spawn_alive_player_squad:_{reg0}
qstr_craftsman craftsman
qstr_court_chests court_chests
qstr_chest_or_array chest_or_array
qstr_log_array log_array
qstr_quest_troop quest_troop
qstr_coop_troop coop_troop
qstr_tutorial_fighter tutorial_fighter
qstr_{!}used_troop_no_is_ {!}used_troop_no_is_{reg0}
qstr_{!}sending_message_t {!}sending_message_to_{reg0}_multiplayer_event_other_event_ccoop_count_down_invisible
qstr_{!}spawn_required_is {!}spawn_required_is:_{reg0}
qstr_{!}num_troops_for_wa {!}num_troops_for_wave_is_{reg0}
qstr_{!}num_troops_for_wav {!}num_troops_for_wave_is_gt_spawn_required._reduced_spawn_amount_is_{reg0},_reduced_spawn_amount_mod_is_{reg1}
qstr_{!}original_spawned_ {!}original_spawned_troop_count_is_{reg0}
qstr_{!}reducing_spawn_am {!}reducing_spawn_amount_by_one
qstr_{!}spawning_bot_grou {!}spawning_bot_group_{reg0}:_{reg2}_{s0}_from_entry_point_{reg1}
qstr_{!}destroy_prison_ca {!}destroy_prison_cart
qstr_{!}spawning_prison_c {!}spawning_prison_cart_at_point_{reg0}
qstr_{!}prison_cart_spawn {!}prison_cart_spawn_at_point_{reg0}
qstr_{!}multiplayer_upgra {!}multiplayer_upgrade_player_equipment:_{reg0}
qstr_{s0}_had_either_inva {s0}_had_either_invalid_messenger_or_recruiter_troops!
qstr_Lv._{reg0} Lv._{reg0}
qstr_Perhaps_you_have_for Perhaps_you_have_forgotten_the_face_of_your_father.
qstr_{!}{s0}^^_DEBUG:_Intern {!}{s0}^^_DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.__Update_code_for_the_current_release_is_170001.
qstr_Your_recruiter_who_was Your_recruiter_who_was_commissioned_to_hire_{reg10}_recruits_for_{s13}_has_been_defeated!
qstr_{s13}_has_been_taken_b {s13}_has_been_taken_by_the_enemy_and_your_commissioned_recruiter_has_vanished_without_a_trace!
qstr_Morale_for_{s9}_troo Morale_for_{s9}_troops:_{reg6}
qstr_{s10}_hires_{reg2}_{s {s10}_hires_{reg2}_{s12}_in_{s11}
qstr_{s0}_will_{reg0}be_u {s0}_will_{reg0}be_under_your_command
qstr_Performing_2017_upda Performing_2017_updates,_thank_you_for_your_patience!
qstr_all all
qstr_troop troop
qstr_economic economic
qstr_political political
qstr_{s0}_will_be_under_y {s0}_will_be_under_your_command
qstr_Current Current
qstr_Court_Guard Court_Guard
qstr_Prison_Guard Prison_Guard
qstr_Castle_Guard Castle_Guard
qstr_adding_{s1}_to_entry adding_{s1}_to_entry
qstr_{!}{s0}^^_DEBUG:_Interna {!}{s0}^^_DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.__Update_code_for_the_current_release_is_170301.
qstr_lord_at_{reg0}_plyr lord_at_{reg0},_plyr{reg1}
qstr_{s1}_has_been_accept {s1}_has_been_accepted_as_a_vassal_of_{s2}.
qstr_Horse_speed_fix: Horse_speed_fix:
qstr_Battle_Continuation: Battle_Continuation:
qstr_Terrain_advantage: Terrain_advantage:
qstr_Lords_returning_from Lords_returning_from_exile:
qstr_AI_changes: AI_changes:
qstr_Economics_&_behavior Economics_&_behavioral:
qstr_Prejudice_level: Prejudice_level:
qstr_Cheat_menu: Cheat_menu:
qstr_DIPLOMACY4.3+_for_St DIPLOMACY4.3+_for_Steam^Preferences
qstr_{reg1}_set_to_{reg2} {reg1}_set_to_{reg2}
qstr_This_option_makes_ev This_option_makes_every_horse_in_battle_lose_movement_speed_directly_based_on_their_lost_Health_Points.
qstr_This_option_let_your This_option_let_your_troops_continue_fighting_even_if_you_fall_in_battle.
qstr_This_option_gives_ad This_option_gives_advantage_in_autocalculated_battles_to_those_units_who_are_better_in_the_current_terrain.^Horsemen_are_bad_in_forest_terrain,_while_archers_are_better.
qstr_This_option_lets_exi This_option_lets_exiled_lords_return_in_order_to_serve_a_new_liege.
qstr_This_option_lets_you This_option_lets_you_decide_the_AI_strength_level._The_higher_this_level_is,_the_higher_the_AI._High_level_is_experimental_and_may_brings_some_bugs_to_your_game.
qstr_This_option_changes_ This_option_changes_the_economical_and_behavior_values_to_be_more_realistic._High_level_is_experimental_and_may_brings_some_bugs_to_your_game.
qstr_This_option_lets_you_ This_option_lets_you_decide_the_level_of_sexism_in_the_game.
qstr_This_option_enables_ This_option_enables_the_cheat_menu.
qstr_DIPLOMACY^4.3+_for_S DIPLOMACY^4.3+_for_Steam^Preferences
qstr_Charge_When_Dead: Charge_When_Dead:
qstr_Allow_Companion_Comp Allow_Companion_Complaints:
qstr_Disguise_System: Disguise_System:
qstr_Deathcam_Mode: Deathcam_Mode:
qstr_Horse_Speed_Fix: Horse_Speed_Fix:
qstr_Terrain_Advantages: Terrain_Advantages:
qstr_Lords_Returning_From Lords_Returning_From_Exile:
qstr_AI_Changes: AI_Changes:
qstr_Economics_&_Behavior Economics_&_Behavioral:
qstr_Prejudice_Level: Prejudice_Level:
qstr_Cheat_Menu: Cheat_Menu:
qstr_Cheat_Mode: Cheat_Mode:
qstr_Companion_Complaints Companion_Complaints:
qstr_cheat cheat
qstr_disguise disguise
qstr_npc npc
qstr_{!}WARNING:_Unexpect {!}WARNING:_Unexpected_version_value_in_slot_dplmc_slot_troop_affiliated_in_trp_dplmc_chamberlain:_{reg0}
qstr_{!}DEBUG:_Internal_u {!}DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.__Update_code_for_the_current_release_is_170301.
qstr_{!}DEBUG:_Internal_up {!}DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}._Update_code_for_the_current_release_is_170301.
qstr_{s1}_wielding_{s2} {s1}_wielding_{s2}
qstr_Horse_Culling: Horse_Culling:
qstr_Recruit Recruit
qstr_{reg10}_{s10}s_neede {reg10}_{s10}s_needed
qstr_Returning Returning
qstr_{s11}_peasants {s11}_peasants
qstr_our_undivided our_undivided
qstr_my_immediate my_immediate
qstr_{reg0?her:his} {reg0?her:his}
qstr_Talking_with_{s1} Talking_with_{s1}
qstr_Morale_for_{s9}_troop Morale_for_{s9}_troops:_{reg6}.{reg7}
qstr_{playername}_^^I_alw {playername},_^^I_always_knew_you_were_a_bad_egg,_since_the_day_you_have_pledged_allegiance_to_my_clan._^Did_you_really_think_you_could_set_my_family_against_me?_You've_dropped_your_mask,_you_snake!_You_are_an_infliction,_and_I_will_not_bear_it_anymore._^Hereby,_I_disown_and_ban_you_from_my_house._I_have_urged_my_family_to_fight_you,_and_I_will_warn_all_Calradian_lords_of_your_infamy._^Tremble_with_fear,_for_now_you_have_a_deadly_enemy!_^^{s9}.
qstr_{playername}^^_I_ve_ {playername},^^_I've_received_a_letter_from_{s9},_telling_me_about_your_disgraceful_jiggery-pokery._In_the_present_circumstances,_{s9}_could_not_provide_evidence._But_unlike_you,_{reg1?she:he}_is_a_distinguished_member_of_my_family;_and_in_all_these_years,_I've_never_had_any_reason_to_distrust_{reg1?her:him}._I_therefore_take_{reg1?her:his}_charges_for_granted._^Hopefully,_you_failed_to_break-up_my_family_unit._Hereby_I_reject_your_pledge_:_you_are_no_longer_related_to_my_house._Each_member_shall_retaliate_against_you_in_all_conscience..._^I_would_be_ashamed_to_confess_how_you_maliciously_deceived_me,_so_I_will_not_challenge_you,_so_as_to_not_be_held_accountable_for_your_death_by_my_{s11}._However_I've_no_need_to_tell_{reg0?her:him}_about_every_rat_I_crush_in_the_wilderness,_and_someday_I_may_find_you_there_!_^^{s10}
qstr_{!}{s0}^^_DEBUG:_Internal {!}{s0}^^_DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.^Update_code_for_the_current_release_is_170301.
qstr_We_ve_barely_gotten_ We've_barely_gotten_to_know_one_another_and_now_you're_sending_me_away!
qstr_I_am_certainly_not_y I_am_certainly_not_your_errant_{reg65?girl:boy}...
qstr_How_do_I_know_there_ How_do_I_know_there_will_still_be_a_place_for_me_when_I_return_from_this_journey?
qstr_I_believe_I_would_be I_believe_I_would_be_of_more_use_by_staying_with_the_other_soldiers.
qstr_things things
qstr_You_have_assigned_th You_have_assigned_this_task_to_{s1}
qstr_yet_to_be_determined yet_to_be_determined
qstr_{!}DEBUG____Total_prod {!}DEBUG_--_Total_production_for_{s4}:_{reg3}:_+{reg4}_-_{reg5}
qstr_{!}Debug___{s5}_vill {!}Debug_-_{s5}_villagers_attacked
qstr_Since_we_are_close_t Since_we_are_close_to_{reg11?{reg10}_training_centers:a_training_center},_you_can_talk_to_the_trainers_to_get_a_bigger_batch_trained.
qstr_Sorry_currently_I_ca Sorry,_currently_I_can't_provide_any_information_about_the_realm's_mood,_our_spies_haven't_reported_back_yet.
qstr_Sorry_currently_I_can Sorry,_currently_I_can't_provide_any_information_about_the_realm's_mood,_since_our_spies_haven't_reported_back_yet.
qstr_{s6}__{s50}_ {s6}_({s50})
qstr_no_outstanding_amoun no_outstanding_amount
qstr_Performing_2019_upda Performing_2019_updates,_thank_you_for_your_patience!
qstr_{!}DEBUG:_Internal_upd {!}DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}._Update_code_for_the_current_release_is_190101.
qstr_{!}{s0}^^_DEBUG:_Internal_ {!}{s0}^^_DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.^Update_code_for_the_current_release_is_190101.
qstr_{reg0}_was_{reg1} {reg0}_was_{reg1}
qstr_prejudice_is_{reg1} prejudice_is_{reg1}
